Termék neve;Kiszerelés neve;TK szám;Hatóanyag;Forg Eng Jog;ATC kód;A hiány kezdete;A hiány tervezett vége;A hiány oka;Javaslat a hiánykészítmény pótlására;
"COLDREX MAXGRIP citrom ízû por belsõleges oldathoz";"10 X   - tasakban";"OGYI-T-01715/10";"paracetamol;ascorbic acid;phenylephrine";"Omega Pharma Kft.";"N02BE51";"2023-01-19 00:00:00";"2023-06-30 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COLDREX MAXGRIP mentol és erdei gyümölcs ízû por belsõleges oldathoz";"10 X   - tasakban";"OGYI-T-01715/13";"paracetamol;ascorbic acid;phenylephrine hydrochloride";"Omega Pharma Kft.";"N02BE51";"2023-02-20 00:00:00";"2023-03-31 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COLDREX MÉZ ÉS CITROM ÍZÛ por belsõleges oldathoz";"10 X   - tasakban";"OGYI-T-01715/06";"paracetamol;ascorbic acid;phenylephrine";"Omega Pharma Kft.";"N02BE51";"2014-07-28 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"COLDREX MÉZ ÉS CITROM ÍZÛ por belsõleges oldathoz";"14 X   - tasakban";"OGYI-T-01715/11";"paracetamol;ascorbic acid;phenylephrine";"Omega Pharma Kft.";"N02BE51";"2013-03-01 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"COLDREX PLUS köhögés elleni kemény kapszula";"16 X   - buborékcsomagolásban";"OGYI-T-20070/11";"paracetamol;guaifenesin;phenylephrine hydrochloride";"Omega Pharma Kft.";"N02BE51";"2022-12-20 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COLDREX PLUS köhögés elleni por belsõleges oldathoz";"10 X   - tasakban";"OGYI-T-20070/09";"paracetamol;guaifenesin;phenylephrine hydrochloride";"Omega Pharma Kft.";"N02BE51";"2021-12-22 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COLDREX tabletta";"12 X   - buborékcsomagolásban";"OGYI-T-01714/01";"phenylephrine;paracetamol;caffeine;ascorbic acid;Terpin";"Omega Pharma Kft.";"N02BE51";"2023-02-27 00:00:00";"2023-06-30 00:00:00";"Megnövekedett igény";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"COLDREX tabletta";"24 X   - buborékcsomagolásban";"OGYI-T-01714/02";"phenylephrine;paracetamol;caffeine;ascorbic acid;Terpin";"Omega Pharma Kft.";"N02BE51";"2023-01-19 00:00:00";"2023-03-31 00:00:00";"Megnövekedett igény";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CONTRAMAL 100 mg végbélkúp";"5 X   - -";"OGYI-T-04975/06";"tramadol";"Stada Arzneimittel AG";"N02AX02";"2018-05-15 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"CONVULEX 500 mg retard filmtabletta";"50 X   - HDPE tartályban";"OGYI-T-08893/03";"Valproic Acid";"G.L. Pharma GmbH";"N03AG01";"2022-10-19 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"CORDISAL 75 mg lágy kapszula";"30 X   - buborékcsomagolásban";"OGYI-T-21217/01";"acetylsalicylic acid";"Ibsa Pharma Kft.";"B01AC06";"2017-09-07 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CORINFAR 20 mg retard filmtabletta";"50 X   - üvegben";"OGYI-T-09138/08";"nifedipine";"Teva Gyógyszergyár Zrt.";"C08CA05";"2019-10-24 00:00:00";"";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"COSOPT UNO 20 mg/ml+5 mg/ml oldatos szemcsepp egyadagos tartályban";"60 X 0.2 ml egyadagos tartályban";"OGYI-T-07662/03";"timolol;dorzolamide";"Santen OY";"S01ED51";"2018-12-30 00:00:00";"";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"10 X   - PP tartályban";"OGYI-T-22952/06";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"100 X   - HDPE tartályban";"OGYI-T-22952/09";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"120 X   - PP tartályban";"OGYI-T-22952/10";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"28 X   - PP tartályban";"OGYI-T-22952/23";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"30 X   - PP tartályban";"OGYI-T-22952/07";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"84 X   - PP tartályban";"OGYI-T-22952/24";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/10 mg filmtabletta";"90 X   - PP tartályban";"OGYI-T-22952/08";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"10 X   - PP tartályban";"OGYI-T-22952/01";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"100 X   - HDPE tartályban";"OGYI-T-22952/04";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"120 X   - PP tartályban";"OGYI-T-22952/05";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"28 X   - PP tartályban";"OGYI-T-22952/21";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"30 X   - PP tartályban";"OGYI-T-22952/02";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"84 X   - PP tartályban";"OGYI-T-22952/22";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL  5 mg/5 mg filmtabletta";"90 X   - PP tartályban";"OGYI-T-22952/03";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL 10 mg/10 mg filmtabletta";"10 X   - PP tartályban";"OGYI-T-22952/16";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL 10 mg/10 mg filmtabletta";"30 X   - PP tartályban";"OGYI-T-22952/17";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COSYREL 10 mg/5 mg filmtabletta";"10 X   - PP tartályban";"OGYI-T-22952/11";"bisoprolol;perindopril arginine";"Les Laboratoires Servier";"C09BX02";"2018-11-21 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COTRIPHARM 400 mg/80 mg tabletta";"20 X   - mûanyag tartályban";"OGYI-T-06685/01";"sulfamethoxazole;trimethoprim";"Wagner-Pharma Kft.";"J01EE01";"2022-06-01 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"COVERCARD 3,5 mg/2,5 mg tabletta";"30 X   - tartályban";"OGYI-T-20572/05";"perindopril;amlodipine";"Egis Gyógyszergyár Zrt.";"C09BB04";"2023-03-14 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"COVERCARD 3,5 mg/2,5 mg tabletta";"30 X   - tartályban";"OGYI-T-20572/05";"perindopril;amlodipine";"Egis Gyógyszergyár Zrt.";"C09BB04";"2023-03-14 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"COVERCARD PLUS  5 mg/1,25 mg/ 5 mg filmtabletta";"30 X   - PP tartályban";"OGYI-T-22626/02";"perindopril;indapamide;amlodipine";"Proterapia Hungary Kft.";"C09BX01";"2023-03-14 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"COVERCARD PLUS 10 mg/2,5 mg/ 5 mg filmtabletta";"30 X   - PP tartályban";"OGYI-T-22626/04";"perindopril;indapamide;amlodipine";"Proterapia Hungary Kft.";"C09BX01";"2023-01-31 00:00:00";"2023-03-17 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"COVERCARD PLUS 10 mg/2,5 mg/10 mg filmtabletta";"30 X   - PP tartályban";"OGYI-T-22626/05";"perindopril;indapamide;amlodipine";"Proterapia Hungary Kft.";"C09BX01";"2023-03-06 00:00:00";"2023-04-07 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"COVEREX 4 mg tabletta";"30 X   - buborékcsomagolásban";"OGYI-T-03861/01";"perindopril";"Egis Gyógyszergyár Zrt.";"C09AA04";"2015-01-01 00:00:00";"2018-12-31 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"COVEREX FORTE tabletta";"30 X   - buborékcsomagolásban";"OGYI-T-03861/02";"perindopril";"Egis Gyógyszergyár Zrt.";"C09AA04";"2015-01-01 00:00:00";"2018-12-31 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"COVEREX KOMB tabletta";"30 X   - átlátszó buborékcsomagolásban";"OGYI-T-08404/01";"indapamide;perindopril";"Egis Gyógyszergyár Zrt.";"C09BA04";"2015-01-01 00:00:00";"2018-12-31 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"COVEREX KOMB tabletta";"90 X   - átlátszó buborékcsomagolásban";"OGYI-T-08404/02";"indapamide;perindopril";"Egis Gyógyszergyár Zrt.";"C09BA04";"2015-01-01 00:00:00";"2018-12-31 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"COVEREX-AS KOMB FORTE filmtabletta";"30 X   - PP tartályban";"OGYI-T-20300/05";"perindopril;indapamide";"Egis Gyógyszergyár Zrt.";"C09BA04";"2023-03-14 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"COZAAR  12,5 mg filmtabletta";"28 X   - buborékcsomagolásban";"OGYI-T-06454/06";"losartan";"Organon Hungary Kft.";"C09CA01";"2017-08-05 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"COZAAR  50 mg filmtabletta";"7 X   - buborékcsomagolásban";"OGYI-T-06454/12";"losartan";"Organon Hungary Kft.";"C09CA01";"2017-11-30 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"CRESTOR  5 mg filmtabletta";"28 X   - buborékcsomagolásban";"OGYI-T-09574/10";"rosuvastatin";"AstraZeneca Kft.";"C10AA07";"2020-07-27 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"CRINONE 80 mg/g hüvelygél";"15 X   - -";"OGYI-T-20730/02";"progesterone";"Merck Kft.";"G03DA04";"2022-12-05 00:00:00";"2022-12-31 00:00:00";"Gyártási gond";"Egyedi import";
"CRINONE 80 mg/g hüvelygél";"6 X   - -";"OGYI-T-20730/01";"progesterone";"Merck Kft.";"G03DA04";"2022-12-05 00:00:00";"2022-12-31 00:00:00";"Gyártási gond";"Egyedi import";
"CURAM 500 mg/125 mg filmtabletta";"21 X   - szalagcsomagolásban";"OGYI-T-07886/07";"amoxicillin;clavulanic acid";"Sandoz GmbH";"J01CR02";"2023-02-21 00:00:00";"2023-05-03 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"CURAM DUO 400 mg/57 mg/5 ml por belsõleges szuszpenzióhoz";"1 X 35 ml üvegben";"OGYI-T-07886/02";"amoxicillin;clavulanic acid";"Sandoz GmbH";"J01CR02";"2022-10-04 00:00:00";"2023-04-26 00:00:00";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CURAM DUO 400 mg/57 mg/5 ml por belsõleges szuszpenzióhoz";"1 X 70 ml üvegben";"OGYI-T-07886/03";"amoxicillin;clavulanic acid";"Sandoz GmbH";"J01CR02";"2022-05-24 00:00:00";"2023-05-23 00:00:00";"Megnövekedett igény";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"CURAM FORTE por belsõleges szuszpenzióhoz";"1 X 100 ml üvegben";"OGYI-T-07886/05";"amoxicillin;clavulanic acid";"Sandoz GmbH";"J01CR02";"2023-01-10 00:00:00";"2023-03-21 00:00:00";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Ugyanaz a gyógyszer más hatáserõsségben elérhetõ";
"CURIOSIN 2,05 mg/ml külsõleges oldat";"1 X 10 ml cseppentõs tartályban";"OGYI-T-04812/01";"zinc hyaluronate";"Richter Gedeon Nyrt.";"D03AX05";"2022-02-01 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CYCLOPHOSPHAMID SANDOZ  500 mg por oldatos injekcióhoz vagy infúzióhoz";"1 X   - injekciós üvegben";"OGYI-T-22717/01";"cyclophosphamide";"Sandoz Hungária Kft.";"L01AA01";"2019-05-08 00:00:00";"2023-06-30 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CYCLOPHOSPHAMID SANDOZ 1000 mg por oldatos injekcióhoz vagy infúzióhoz";"1 X   - injekciós üvegben";"OGYI-T-22717/04";"cyclophosphamide";"Sandoz Hungária Kft.";"L01AA01";"2019-09-17 00:00:00";"2023-06-30 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CYMEVENE 500 mg por oldatos infúzióhoz való koncentrátumhoz";"1 X   - injekciós üvegben";"OGYI-T-01491/01";"ganciclovir";"Cheplapharm Arzneimittel GmbH";"J05AB06";"2022-10-12 00:00:00";"2022-11-30 00:00:00";"Szállítási vagy raktározási gondok";"Egyedi import";
"CYTOSAR  20 mg/ml por és oldószer oldatos injekcióhoz";"1 X   - injekciós üvegben";"OGYI-T-02093/02";"cytarabine";"Pfizer Kft.";"L01BC01";"2022-10-14 00:00:00";"2023-04-14 00:00:00";"Gyártási gond";"Egyedi import";
"CYTOSAR  50 mg/ml por és oldószer oldatos injekcióhoz";"1 X   - injekciós üvegben";"OGYI-T-02093/01";"cytarabine";"Pfizer Kft.";"L01BC01";"2018-09-01 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"CYTOSAR 1 g por oldatos injekcióhoz";"1 X   - injekciós üvegben";"OGYI-T-02093/03";"cytarabine";"Pfizer Kft.";"L01BC01";"2022-11-02 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"Capecitabine Teva 150 mg filmtabletta";"60 X   - buborékcsomagolásban";"EU/1/12/761/001";"capecitabine";"Teva B.V.";"L01BC06";"2015-08-24 00:00:00";"";"Piaci megfontolások";"Ugyanaz a gyógyszer más gyógyszerformában elérhetõ";
"Capecitabine Teva 500 mg filmtabletta";"120 X   - buborékcsomagolásban";"EU/1/12/761/002";"capecitabine";"Teva B.V.";"L01BC06";"2023-03-13 00:00:00";"2023-05-31 00:00:00";"Gyártási gond";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"Cervarix szuszpenziós injekció elõretöltött fecskendõben";"1 X   - elõretöltött fecskendõben";"EU/1/07/419/005";"vakcina (virális)";"GlaxoSmithKline Biologicals S.A.";"J07BM02";"2020-03-01 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Champix 0,5 mg filmtabletta";"56 X   - HDPE tartályban";"EU/1/06/360/001";"varenicline";"Pfizer Europe MA EEIG ";"N07BA03";"2021-06-17 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Champix 0,5 mg és 1 mg filmtabletta";"11x0.5 mg + 14 X 1 mg buborékcsomagolásban";"EU/1/06/360/014";"varenicline";"Pfizer Europe MA EEIG ";"N07BA03";"2021-06-17 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Champix 1 mg filmtabletta";"28 X   - buborékcsomagolásban";"EU/1/06/360/015";"varenicline";"Pfizer Europe MA EEIG ";"N07BA03";"2021-06-10 00:00:00";"";"Gyártási gond";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"Champix 1 mg filmtabletta";"56 X   - buborékcsomagolásban";"EU/1/06/360/016";"varenicline";"Pfizer Europe MA EEIG ";"N07BA03";"2021-03-12 00:00:00";"";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"Combivir 150 mg/300 mg filmtabletta";"60 X   - buborékcsomagolásban";"EU/1/98/058/001";"lamivudine;zidovudine";"ViiV Healthcare B.V. ";"J05AR01";"2022-09-26 00:00:00";"";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"Competact 15 mg/850 mg filmtabletta";"56 X   - ";"EU/1/06/354/005";"pioglitazone;metformin";"Cheplapharm Arzneimittel GmbH";"A10BD05";"2018-10-18 00:00:00";"";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"DAKARBAZIN-TEVA 100 mg por oldatos injekcióhoz vagy infúzióhoz";"1 X   - injekciós üvegben";"OGYI-T-22393/01";"dacarbazine";"Teva Gyógyszergyár Zrt.";"L01AX04";"2016-04-15 00:00:00";"";"Piaci megfontolások";"Egyedi import";
"DAKARBAZIN-TEVA 200 mg por oldatos injekcióhoz vagy infúzióhoz";"1 X   - injekciós üvegben";"OGYI-T-22393/02";"dacarbazine";"Teva Gyógyszergyár Zrt.";"L01AX04";"2016-04-15 00:00:00";"2022-12-31 00:00:00";"Piaci megfontolások";"A Gytv. 16 § 2.c alapján kontingens kötelezvény";
"DANTROLEN por oldatos infúzióhoz";"12 X   - porüveg";"OGYI-T-01570/02";"dantrolene";"Norgine B.V.";"M03CA01";"2014-03-21 00:00:00";"";"Hatóanyag, vagy egyéb alapanyag ellátási probléma";"Kontingens";
"DECAPEPTYL DEPOT por és oldószer szuszpenziós injekcióhoz";"1 X   - elõretöltött fecskendõben";"OGYI-T-05310/01";"triptorelin";"Ferring Magyarország Kft.";"L02AE04";"2023-03-13 00:00:00";"2023-06-13 00:00:00";"Gyártási gond";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"DECHOLEST 40 mg filmtabletta";"30 X   - buborékcsomagolásban";"OGYI-T-20443/03";"atorvastatin";"Egis Gyógyszergyár Zrt.";"C10AA05";"2022-07-25 00:00:00";"2023-07-25 00:00:00";"Gyártási gond";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"DELIPID PLUS 40 mg/10 mg kemény kapszula";"30 X   - buborékcsomagolásban";"OGYI-T-22700/07";"rosuvastatin;ezetimibe";"Egis Gyógyszergyár Zrt.";"C10BA06";"2021-10-14 00:00:00";"2023-03-31 00:00:00";"Gyártási gond";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"DETERGENS SULFURATUM FoNo VIII. HGA BIOMED";"1 X 100 g laminált Al tubusban";"OGYI-T-09917/01";"Precipitated sulfur";"HGA Biomed Kft.";"D11AC08";"2021-09-01 00:00:00";"2023-04-01 00:00:00";"Adminisztratív okok";"Ugyanaz a gyógyszer más kiszerelésben elérhetõ";
"DEXAMETHASONE KRKA  0,5 mg tabletta";"100 X   - buborékcsomagolásban";"OGYI-T-23079/69";"dexamethasone";"Krka d.d.";"H02AB02";"2021-12-02 00:00:00";"2021-12-31 00:00:00";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"DEXAMETHASONE KRKA  0,5 mg tabletta";"50 X   - buborékcsomagolásban";"OGYI-T-23079/61";"dexamethasone";"Krka d.d.";"H02AB02";"2021-12-02 00:00:00";"2021-12-31 00:00:00";"Piaci megfontolások";"Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista)";
"DEXMEDETOMIDINE KALCEKS 100 mikrogramm/ml koncentrátum oldatos infúzióhoz";"4 X 4 ml injekciós üvegben";"OGYI-T-23604/04";"dexmedetomidine";"AS KALCEKS";"N05CM18";"2023-03-09 00:00:00";"2023-04-10 00:00:00";"Szállítási vagy raktározási gondok";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
"DEXMEDETOMIDINE KALCEKS 100 mikrogramm/ml koncentrátum oldatos infúzióhoz";"5 X 2 ml ampulla";"OGYI-T-23604/01";"dexmedetomidine";"AS KALCEKS";"N05CM18";"2023-03-09 00:00:00";"2023-04-10 00:00:00";"Szállítási vagy raktározási gondok";"Azonos hatóanyag, azonos gyógyszerformában elérhetõ";
